Player,zscore
MarkS,1.14785361697314
Colin,0.519899879017679
TomS,0.387979618451659
TomG,0.302279153570645
Ken,0.280317521145264
Terry,0.26821415694948
Steve,0.248339577564795
Joe,0.15734226426726
Pulp,0.119880348601699
Stef,0.092133191917209
Tommy,-0.019808012765438
Bill,-0.040265272721885
Greg,-0.074003079489162
MarkM,-0.228398938356781
Chad,-0.527403194903875
Jer,-0.602675815248548
Scott,-0.66695663615126
PFer,-0.696939832830028
MattM,-0.946473589286914
Ryan,-1.20478196141178
