Player,Pct
MarkS,0.625
Ken,0.5950625
TomS,0.547222222222222
TomG,0.539
Steve,0.5259
Colin,0.523833333333333
Tommy,0.511833333333333
Pulp,0.511428571428571
Terry,0.510625
Bill,0.4852
Joe,0.4846
Ryan,0.4782
Greg,0.4771
Jer,0.4572
MattM,0.416181818181818
MarkM,0.416125
Stef,0.49975
PFer,0.440666666666667
Chad,0.320666666666667
Scott,0.309333333333333
